13.8	41.4	14.89610811
13.81	41.4	15.14851654
13.82	41.4	15.28901197
13.83	41.4	15.30760269
13.84	41.4	15.19897191
13.85	41.4	14.96221639
13.86	41.4	14.60035426
13.87	41.4	14.11965459
13.88	41.4	13.528853
13.89	41.4	12.83832372
13.9	41.4	12.05927957
13.91	41.4	11.2030657
13.92	41.4	10.28060277
13.93	41.4	9.30202013
13.94	41.4	8.276501289
13.95	41.4	7.212344289
13.96	41.4	6.1172192
13.97	41.4	4.998586747
13.98	41.4	3.86422657
13.99	41.4	2.72281258
14	41.4	1.584467214
14.01	41.4	0.461226446
14.02	41.4	-0.632646633
14.03	41.4	-1.680550444
14.04	41.4	-2.663670652
14.05	41.4	-3.561358637
14.06	41.4	-4.351757303
14.07	41.4	-5.012647696
14.08	41.4	-5.522470277
14.09	41.4	-5.861458245
14.1	41.4	-6.012808299
14.11	41.4	-5.963807691
14.12	41.4	-5.706835881
14.13	41.4	-5.240164731
14.14	41.4	-4.568492543
14.15	41.4	-3.703163567
14.16	41.4	-2.662044694
14.17	41.4	-1.469053452
14.18	41.4	-0.153354471
14.19	41.4	1.251736371
14.2	41.4	2.710081481
14.21	41.4	4.184210657
14.22	41.4	5.63688527
14.23	41.4	7.032648351
14.24	41.4	8.339272761
14.25	41.4	9.529026686
14.26	41.4	10.57968807
14.27	41.4	11.47525601
14.28	41.4	12.20632672
14.29	41.4	12.77012253
14.3	41.4	13.17018346
14.31	41.4	13.4157507
14.32	41.4	13.52088791
14.33	41.4	13.50339997
14.34	41.4	13.38361726
14.35	41.4	13.18311795
14.36	41.4	12.92345997
14.37	41.4	12.62498948
14.38	41.4	12.30578374
14.39	41.4	11.9807751
14.4	41.4	11.66108921
14.41	41.4	11.35361663
14.42	41.4	11.06082345
14.43	41.4	10.78079375
14.44	41.4	10.50748633
14.45	41.4	10.23117988
14.46	41.4	9.939075079
14.47	41.4	9.616018963
14.48	41.4	9.245316121
14.49	41.4	8.809592161
14.5	41.4	8.29167709
14.51	41.4	7.675479111
14.52	41.4	6.946822308
14.53	41.4	6.094224336
14.54	41.4	5.109592242
14.55	41.4	3.988815838
14.56	41.4	2.73223877
14.57	41.4	1.344987712
14.58	41.4	-0.162859383
14.59	41.4	-1.776284022
14.6	41.4	-3.475532736
14.61	41.4	-5.236529453
14.62	41.4	-7.03150085
14.63	41.4	-8.829812902
14.64	41.4	-10.59900682
14.65	41.4	-12.3060109
14.66	41.4	-13.91849209
14.67	41.4	-15.40629808
14.68	41.4	-16.74292873
14.69	41.4	-17.9069655
14.7	41.4	-18.88338072
14.71	41.4	-19.66464567
14.72	41.4	-20.25155867
14.73	41.4	-20.6537223
14.74	41.4	-20.88961191
14.75	41.4	-20.98619631
14.76	41.4	-20.97809488
14.77	41.4	-20.90628119
14.78	41.4	-20.81637196
14.79	41.4	-20.75656773
14.8	41.4	-20.77533772
13.8	41.39	17.35342366
13.81	41.39	17.71324573
13.82	41.39	17.92783022
13.83	41.39	17.98443404
13.84	41.39	17.87668302
13.85	41.39	17.60431265
13.86	41.39	17.17259533
13.87	41.39	16.59151371
13.88	41.39	15.87475441
13.89	41.39	15.03860592
13.9	41.39	14.10084685
13.91	41.39	13.07970693
13.92	41.39	11.99297282
13.93	41.39	10.85729509
13.94	41.39	9.68773352
13.95	41.39	8.497555648
13.96	41.39	7.298281051
13.97	41.39	6.099942716
13.98	41.39	4.911518298
13.99	41.39	3.74147023
14	41.39	2.598325094
14.01	41.39	1.49122027
14.02	41.39	0.430349726
14.03	41.39	-0.572749457
14.04	41.39	-1.505113502
14.05	41.39	-2.352496334
